Profit;OrderNumber;OrderDate;Channel;Warehouse Code;Delivery Region Index;Product Description Index;Order Quantity;Unit Price;Line Total;Total Unit Cost;Customer Name Index;Customer Names;Customer Sales Group;Head Office Index;Product Name;Product Sales;City;Country
596,903;SO - 0004864;20.12.2015;Wholesale;AXW291;16;2;9;1011,7;9105,3;414,797;38;Neutrogena Ltd;Top Clients;33;Product 2;10711068,9;Milano (Milan);Italy
1630,1099999999997;SO - 0004894;24.12.2015;Wholesale;AXW291;28;1;9;5433,7;48903,3;3803,59;166;Brainspher Ltd;Top Clients;39;Product 1;9446611,40000001;Zaporozhye;Ukraine
66,196;SO - 0004901;25.12.2015;Wholesale;AXW291;23;5;9;254,6;2291,4;188,404;129;Sanum-Kehl Group;Lower Clients;50;Product 5;9609803,3;Birmingham;UK
379,957;SO - 0005014;07.01.2016;Wholesale;AXW291;7;9;9;716,9;6452,1;336,943;139;Zoomzone Corp;Mid. Clients;63;Product 9;10489225,2;BUCURESTI (Bucharest);Romania
67,536;SO - 0005080;13.01.2016;Wholesale;AXW291;5;11;9;241,2;2170,8;173,664;79;Blogspan Ltd;Top Clients;6;Product 11;10003749,9;KIEV;Ukraine
1005;SO - 0005098;15.01.2016;Wholesale;AXW291;12;12;9;4020;36180;3015;113;Talane Group;Top Clients;64;Product 12;10660912,7;BEOGRAD (Belgrade);Serbia
433,356;SO - 0005110;16.01.2016;Wholesale;AXW291;15;12;9;1969,8;17728,2;1536,444;81;General Company;Top Clients;48;Product 12;10660912,7;Barcelona;Spain
765,81;SO - 0005130;18.01.2016;Wholesale;AXW291;16;14;9;1701,8;15316,2;935,99;140;Safecor Corp;Mid. Clients;53;Product 14;10295467,9;Milano (Milan);Italy
2211,134;SO - 0005157;22.01.2016;Wholesale;AXW291;10;12;9;3812,3;34310,7;1601,166;69;Vinte Group;Mid. Clients;48;Product 12;10660912,7;MINSK;Belarus
325,9549999999999;SO - 0005163;22.01.2016;Wholesale;AXW291;26;14;9;931,3;8381,7;605,345;40;Twinte Group;Mid. Clients;59;Product 14;10295467,9;Torino (Turin);Italy
361,79999999999995;SO - 0005172;23.01.2016;Wholesale;AXW291;15;4;9;1340;12060;978,2;124;Roomm Company;Mid. Clients;15;Product 4;10834576,7;Barcelona;Spain
1762,904;SO - 0005290;08.02.2016;Wholesale;AXW291;25;9;9;3832,4;34491,6;2069,496;105;Oozz Group;Top Clients;65;Product 9;10489225,2;Köln (Cologne);Germany
36,849999999999994;SO - 0005308;10.02.2016;Wholesale;AXW291;19;10;9;167,5;1507,5;130,65;17;Liberty Group;Top Clients;61;Product 10;10736750;SOFIA;Bulgaria
271,75200000000007;SO - 0005313;11.02.2016;Wholesale;AXW291;13;4;9;1045,2;9406,8;773,448;76;NARS Group;Top Clients;27;Product 4;10834576,7;WIEN (Vienna);Austria
509,1999999999998;SO - 0005314;11.02.2016;Wholesale;AXW291;30;8;9;2680;24120;2170,8;31;Golden Corp;Top Clients;36;Product 8;10172670,3;Marseille;France
70,618;SO - 0005317;11.02.2016;Wholesale;AXW291;27;10;9;207,7;1869,3;137,082;121;Tambee Company;Top Clients;47;Product 10;10736750;ZAGREB;Croatia
737,067;SO - 0005341;14.02.2016;Wholesale;AXW291;18;12;9;3879,3;34913,7;3142,233;69;Vinte Group;Mid. Clients;48;Product 12;10660912,7;PRAHA (Prague);Czech Republic
1052,4360000000001;SO - 0005353;15.02.2016;Wholesale;AXW291;17;1;9;2505,8;22552,2;1453,364;4;Eire Corp;Top Clients;64;Product 1;9446611,40000001;München (Munich);Germany
234,5;SO - 0005361;16.02.2016;Wholesale;AXW291;12;10;9;670;6030;435,5;42;Colgate-Pa Group;Top Clients;20;Product 10;10736750;BEOGRAD (Belgrade);Serbia
494,39300000000014;SO - 0005365;17.02.2016;Wholesale;AXW291;8;14;9;1051,9;9467,1;557,507;161;Aveda Group;Lower Clients;58;Product 14;10295467,9;BUDAPEST;Hungary
1489,0749999999998;SO - 0005382;19.02.2016;Wholesale;AXW291;26;13;9;5956,3;53606,7;4467,225;73;Deseret Group;Top Clients;31;Product 13;10153809,8;Torino (Turin);Italy
2220,7149999999992;SO - 0005434;23.02.2016;Wholesale;AXW291;5;15;9;6344,9;57104,1;4124,185;136;Bath Group;Top Clients;58;Product 15;10747791,6;KIEV;Ukraine
600,3199999999999;SO - 0005510;01.03.2016;Wholesale;AXW291;2;11;9;1876;16884;1275,68;30;Shuffledri Group;Top Clients;28;Product 11;10003749,9;BERLIN;Germany
146,05999999999995;SO - 0005528;04.03.2016;Wholesale;AXW291;11;2;9;730,3;6572,7;584,24;88;Twitterbri Ltd;Top Clients;46;Product 2;10711068,9;WARSZAWA (Warsaw);Poland
773,8499999999999;SO - 0005575;10.03.2016;Wholesale;AXW291;21;2;9;1842,5;16582,5;1068,65;123;Muxo Group;Mid. Clients;11;Product 2;10711068,9;Donetsk;Ukraine
39,86500000000001;SO - 0005589;12.03.2016;Wholesale;AXW291;25;10;9;234,5;2110,5;194,635;22;SAFEWAY Ltd;Top Clients;45;Product 10;10736750;Köln (Cologne);Germany
175,808;SO - 0005592;12.03.2016;Wholesale;AXW291;9;10;9;1098,8;9889,2;922,992;105;Oozz Group;Top Clients;65;Product 10;10736750;Hamburg;Germany
529,0319999999999;SO - 0005675;23.03.2016;Wholesale;AXW291;13;2;9;1125,6;10130,4;596,568;39;Kazu Corp;Top Clients;45;Product 2;10711068,9;WIEN (Vienna);Austria
506,98900000000003;SO - 0005703;28.03.2016;Wholesale;AXW291;3;15;9;1078,7;9708,3;571,711;91;Zoonder Group;Top Clients;19;Product 15;10747791,6;MADRID;Spain
825,44;SO - 0005710;29.03.2016;Wholesale;AXW291;15;6;9;2358,4;21225,6;1532,96;111;Buzzbean Group;Top Clients;10;Product 6;11016019,4;Barcelona;Spain
449,77099999999996;SO - 0005734;31.03.2016;Wholesale;AXW291;14;6;9;917,9;8261,1;468,129;162;Oba Company;Top Clients;41;Product 6;11016019,4;Kharkov;Ukraine
940,6799999999998;SO - 0005759;03.04.2016;Wholesale;AXW291;25;13;9;3919,5;35275,5;2978,82;104;Mydeo Ltd;Top Clients;33;Product 13;10153809,8;Köln (Cologne);Germany
430,274;SO - 0005783;05.04.2016;Wholesale;AXW291;28;7;9;1132,3;10190,7;702,026;53;Kare Corp;Top Clients;50;Product 7;9503112,49999999;Zaporozhye;Ukraine
1279,9680000000003;SO - 0005797;06.04.2016;Wholesale;AXW291;19;9;9;3999,9;35999,1;2719,932;158;Linklinks Ltd;Mid. Clients;15;Product 9;10489225,2;SOFIA;Bulgaria
681,1219999999998;SO - 0005800;07.04.2016;Wholesale;AXW291;8;12;9;4006,6;36059,4;3325,478;175;SHISEIDO Ltd;Mid. Clients;1;Product 12;10660912,7;BUDAPEST;Hungary
174,73599999999988;SO - 0005851;13.04.2016;Wholesale;AXW291;16;13;9;1092,1;9828,9;917,364;155;Zoomdog Corp;Lower Clients;25;Product 13;10153809,8;Milano (Milan);Italy
187,60000000000002;SO - 0005852;13.04.2016;Wholesale;AXW291;2;7;9;938;8442;750,4;127;Topco Company;Top Clients;4;Product 7;9503112,49999999;BERLIN;Germany
471,67999999999995;SO - 0005857;13.04.2016;Wholesale;AXW291;1;6;9;1072;9648;600,32;15;Centizu Company;Top Clients;23;Product 6;11016019,4;LONDON;UK
2045,3759999999997;SO - 0005909;21.04.2016;Wholesale;AXW291;18;11;9;3859,2;34732,8;1813,824;4;Eire Corp;Top Clients;64;Product 11;10003749,9;PRAHA (Prague);Czech Republic
890,8320000000001;SO - 0005911;21.04.2016;Wholesale;AXW291;26;12;9;1855,9;16703,1;965,068;138;Zoovu Corp;Mid. Clients;9;Product 12;10660912,7;Torino (Turin);Italy
291,45000000000005;SO - 0005933;24.04.2016;Wholesale;AXW291;16;6;9;971,5;8743,5;680,05;133;Mydo Corp;Top Clients;54;Product 6;11016019,4;Milano (Milan);Italy
1510,5149999999999;SO - 0005962;27.04.2016;Wholesale;AXW291;20;12;9;5594,5;50350,5;4083,985;94;Browsetype Corp;Top Clients;63;Product 12;10660912,7;Dnepropetrovsk;Ukraine
1202,784;SO - 0005984;29.04.2016;Wholesale;AXW291;14;11;9;2505,8;22552,2;1303,016;7;Skidoo Company;Top Clients;41;Product 11;10003749,9;Kharkov;Ukraine
261,29999999999995;SO - 0005988;29.04.2016;Wholesale;AXW291;16;13;9;1005;9045;743,7;18;Omba Group;Top Clients;36;Product 13;10153809,8;Milano (Milan);Italy
298,01599999999985;SO - 0005994;30.04.2016;Wholesale;AXW291;4;1;9;1862,6;16763,4;1564,584;123;Muxo Group;Mid. Clients;11;Product 1;9446611,40000001;ROMA;Italy
145,79200000000003;SO - 0006049;08.05.2016;Wholesale;AXW291;12;5;9;911,2;8200,8;765,408;85;Lazzy Group;Top Clients;19;Product 5;9609803,3;BEOGRAD (Belgrade);Serbia
1826,42;SO - 0006106;15.05.2016;Wholesale;AXW291;6;12;9;3886;34974;2059,58;85;Lazzy Group;Top Clients;19;Product 12;10660912,7;PARIS;France
298,485;SO - 0006191;24.05.2016;Wholesale;AXW291;3;9;9;1105,5;9949,5;807,015;4;Eire Corp;Top Clients;64;Product 9;10489225,2;MADRID;Spain
296,4079999999999;SO - 0006210;26.05.2016;Wholesale;AXW291;29;5;9;1058,6;9527,4;762,192;122;Brightdog Corp;Mid. Clients;33;Product 5;9609803,3;Lódz;Poland
575,262;SO - 0006214;27.05.2016;Wholesale;AXW291;5;11;9;1065,3;9587,7;490,038;40;Twinte Group;Mid. Clients;59;Product 11;10003749,9;KIEV;Ukraine
1116,22;SO - 0006229;29.05.2016;Wholesale;AXW291;2;13;9;2278;20502;1161,78;91;Zoonder Group;Top Clients;19;Product 13;10153809,8;BERLIN;Germany
1052,2350000000001;SO - 0006238;30.05.2016;Wholesale;AXW291;2;6;9;2338,3;21044,7;1286,065;31;Golden Corp;Top Clients;36;Product 6;11016019,4;BERLIN;Germany
279,524;SO - 0006245;30.05.2016;Wholesale;AXW291;31;5;9;998,3;8984,7;718,776;172;BB17 Company;Lower Clients;18;Product 5;9609803,3;RIGA;Latvia
265,31999999999994;SO - 0006252;31.05.2016;Wholesale;AXW291;6;2;9;1326,6;11939,4;1061,28;132;CLINIQUE Ltd;Mid. Clients;65;Product 2;10711068,9;PARIS;France
1559,9610000000002;SO - 0006253;31.05.2016;Wholesale;AXW291;14;7;9;3999,9;35999,1;2439,939;112;Skiptube Ltd;Mid. Clients;35;Product 7;9503112,49999999;Kharkov;Ukraine
128,64;SO - 0006266;01.06.2016;Wholesale;AXW291;29;3;9;857,6;7718,4;728,96;51;Yombu Corp;Top Clients;13;Product 3;10374661,9;Lódz;Poland
2207,2479999999996;SO - 0006275;02.06.2016;Wholesale;AXW291;10;13;9;3805,6;34250,4;1598,352;4;Eire Corp;Top Clients;64;Product 13;10153809,8;MINSK;Belarus
1623,4769999999999;SO - 0006282;02.06.2016;Wholesale;AXW291;5;2;9;3959,7;35637,3;2336,223;41;Pixoboo Corp;Top Clients;25;Product 2;10711068,9;KIEV;Ukraine
593,017;SO - 0006355;11.06.2016;Wholesale;AXW291;9;15;9;1118,9;10070,1;525,883;107;NCS Group;Top Clients;26;Product 15;10747791,6;Hamburg;Germany
2290,596;SO - 0006448;22.06.2016;Wholesale;AXW291;8;9;9;6190,8;55717,2;3900,204;106;Organon Corp;Top Clients;15;Product 9;10489225,2;BUDAPEST;Hungary
619,0799999999999;SO - 0006464;24.06.2016;Wholesale;AXW291;14;5;9;1768,8;15919,2;1149,72;50;Wordtune Company;Top Clients;32;Product 5;9609803,3;Kharkov;Ukraine
482,4;SO - 0006473;26.06.2016;Wholesale;AXW291;11;1;9;964,8;8683,2;482,4;99;Flipbug Ltd;Top Clients;13;Product 1;9446611,40000001;WARSZAWA (Warsaw);Poland
336,943;SO - 0006503;29.06.2016;Wholesale;AXW291;22;8;9;716,9;6452,1;379,957;133;Mydo Corp;Top Clients;54;Product 8;10172670,3;Napoli (Naples);Italy
757,971;SO - 0006504;29.06.2016;Wholesale;AXW291;25;13;9;2807,3;25265,7;2049,329;76;NARS Group;Top Clients;27;Product 13;10153809,8;Köln (Cologne);Germany
2816,9480000000003;SO - 0006552;05.07.2016;Wholesale;AXW291;25;2;9;6123,8;55114,2;3306,852;148;Jabbercube Corp;Top Clients;8;Product 2;10711068,9;Köln (Cologne);Germany
39,86500000000001;SO - 0006568;07.07.2016;Wholesale;AXW291;23;15;9;234,5;2110,5;194,635;163;Zava Group;Top Clients;25;Product 15;10747791,6;Birmingham;UK
2715,1079999999997;SO - 0006647;16.07.2016;Wholesale;AXW291;24;9;9;6170,7;55536,3;3455,592;78;US Ltd;Top Clients;50;Product 9;10489225,2;Odessa;Ukraine
258,687;SO - 0006677;19.07.2016;Wholesale;AXW291;4;2;9;958,1;8622,9;699,413;39;Kazu Corp;Top Clients;45;Product 2;10711068,9;ROMA;Italy
717,972;SO - 0006685;19.07.2016;Wholesale;AXW291;24;13;9;1889,4;17004,6;1171,428;64;Fatz Group;Lower Clients;31;Product 13;10153809,8;Odessa;Ukraine
586,9200000000001;SO - 0006715;22.07.2016;Wholesale;AXW291;8;6;9;3912,8;35215,2;3325,88;106;Organon Corp;Top Clients;15;Product 6;11016019,4;BUDAPEST;Hungary
305,52;SO - 0006726;25.07.2016;Wholesale;AXW291;18;14;9;1018,4;9165,6;712,88;66;Bluezoom Group;Top Clients;8;Product 14;10295467,9;PRAHA (Prague);Czech Republic
1702,47;SO - 0006760;28.07.2016;Wholesale;AXW291;4;13;9;3095,4;27858,6;1392,93;50;Wordtune Company;Top Clients;32;Product 13;10153809,8;ROMA;Italy
969,1549999999999;SO - 0006819;04.08.2016;Wholesale;AXW291;17;14;9;1762,1;15858,9;792,945;146;Vimbo Company;Top Clients;34;Product 14;10295467,9;München (Munich);Germany
1357,755;SO - 0006836;07.08.2016;Wholesale;AXW291;19;14;9;3879,3;34913,7;2521,545;89;Internatio Company;Mid. Clients;28;Product 14;10295467,9;SOFIA;Bulgaria
282,4720000000001;SO - 0006858;09.08.2016;Wholesale;AXW291;27;6;9;911,2;8200,8;628,728;14;Alembic Ltd;Top Clients;2;Product 6;11016019,4;ZAGREB;Croatia
203,68000000000006;SO - 0006862;10.08.2016;Wholesale;AXW291;18;5;9;1273;11457;1069,32;80;Realbuzz Ltd;Top Clients;42;Product 5;9609803,3;PRAHA (Prague);Czech Republic
55,275000000000006;SO - 0006909;15.08.2016;Wholesale;AXW291;9;12;9;167,5;1507,5;112,225;1;Geiss Company;Mid. Clients;6;Product 12;10660912,7;Hamburg;Germany
563,8049999999998;SO - 0006957;22.08.2016;Wholesale;AXW291;12;12;9;1025,1;9225,9;461,295;85;Lazzy Group;Top Clients;19;Product 12;10660912,7;BEOGRAD (Belgrade);Serbia
249,57499999999993;SO - 0006972;23.08.2016;Wholesale;AXW291;12;1;9;998,3;8984,7;748,725;90;Aimbo Corp;Top Clients;49;Product 1;9446611,40000001;BEOGRAD (Belgrade);Serbia
1958,4099999999999;SO - 0006976;24.08.2016;Wholesale;AXW291;3;3;9;5293;47637;3334,59;165;Buzzshare Company;Top Clients;57;Product 3;10374661,9;MADRID;Spain
1336,65;SO - 0006979;24.08.2016;Wholesale;AXW291;13;2;9;3819;34371;2482,35;16;Arbor Company;Top Clients;37;Product 2;10711068,9;WIEN (Vienna);Austria
438,98400000000004;SO - 0007033;31.08.2016;Wholesale;AXW291;16;13;9;1045,2;9406,8;606,216;5;Blogtags Ltd;Top Clients;8;Product 13;10153809,8;Milano (Milan);Italy
101,84;SO - 0007050;01.09.2016;Wholesale;AXW291;21;14;9;254,6;2291,4;152,76;112;Skiptube Ltd;Mid. Clients;35;Product 14;10295467,9;Donetsk;Ukraine
389,94000000000005;SO - 0007061;03.09.2016;Wholesale;AXW291;31;4;9;2599,6;23396,4;2209,66;174;Tekfly Group;Mid. Clients;23;Product 4;10834576,7;RIGA;Latvia
739,4789999999998;SO - 0007072;05.09.2016;Wholesale;AXW291;11;10;9;1896,1;17064,9;1156,621;89;Internatio Company;Mid. Clients;28;Product 10;10736750;WARSZAWA (Warsaw);Poland
607,824;SO - 0007134;13.09.2016;Wholesale;AXW291;6;3;9;1125,6;10130,4;517,776;52;Avamba Company;Top Clients;46;Product 3;10374661,9;PARIS;France
575,1280000000002;SO - 0007148;14.09.2016;Wholesale;AXW291;28;15;9;1983,2;17848,8;1408,072;164;Divanoodle Ltd;Top Clients;26;Product 15;10747791,6;Zaporozhye;Ukraine
981,684;SO - 0007162;16.09.2016;Wholesale;AXW291;13;15;9;2231,1;20079,9;1249,416;22;SAFEWAY Ltd;Top Clients;45;Product 15;10747791,6;WIEN (Vienna);Austria
328,03200000000004;SO - 0007202;20.09.2016;Wholesale;AXW291;4;4;9;911,2;8200,8;583,168;85;Lazzy Group;Top Clients;19;Product 4;10834576,7;ROMA;Italy
881,452;SO - 0007208;20.09.2016;Wholesale;AXW291;26;4;9;1916,2;17245,8;1034,748;71;Remedy Ltd;Top Clients;38;Product 4;10834576,7;Torino (Turin);Italy
1228,6459999999997;SO - 0007275;27.09.2016;Wholesale;AXW291;18;10;9;2318,2;20863,8;1089,554;149;Fred's Company;Top Clients;19;Product 10;10736750;PRAHA (Prague);Czech Republic
754,3530000000001;SO - 0007359;07.10.2016;Wholesale;AXW291;4;7;9;2793,9;25145,1;2039,547;39;Kazu Corp;Top Clients;45;Product 7;9503112,49999999;ROMA;Italy
795,156;SO - 0007379;09.10.2016;Wholesale;AXW291;18;15;9;1728,6;15557,4;933,444;115;Dynazzy Company;Top Clients;61;Product 15;10747791,6;PRAHA (Prague);Czech Republic
1221,2759999999998;SO - 0007390;11.10.2016;Wholesale;AXW291;3;5;9;3939,6;35456,4;2718,324;83;sanofi-ave Group;Lower Clients;29;Product 5;9609803,3;MADRID;Spain
979,2719999999999;SO - 0007417;14.10.2016;Wholesale;AXW291;15;1;9;5440,4;48963,6;4461,128;53;Kare Corp;Top Clients;50;Product 1;9446611,40000001;Barcelona;Spain
112,55999999999995;SO - 0007499;24.10.2016;Wholesale;AXW291;8;4;9;750,4;6753,6;637,84;149;Fred's Company;Top Clients;19;Product 4;10834576,7;BUDAPEST;Hungary
1699,656;SO - 0007510;25.10.2016;Wholesale;AXW291;4;15;9;3035,1;27315,9;1335,444;131;Rooxo Company;Lower Clients;22;Product 15;10747791,6;ROMA;Italy
1052,4359999999997;SO - 0007516;26.10.2016;Wholesale;AXW291;5;5;9;3758,7;33828,3;2706,264;165;Buzzshare Company;Top Clients;57;Product 5;9609803,3;KIEV;Ukraine
623,904;SO - 0007542;28.10.2016;Wholesale;AXW291;18;7;9;3899,4;35094,6;3275,496;9;Walgreen Corp;Top Clients;10;Product 7;9503112,49999999;PRAHA (Prague);Czech Republic
286,09000000000003;SO - 0007549;29.10.2016;Wholesale;AXW291;3;6;9;817,4;7356,6;531,31;112;Skiptube Ltd;Mid. Clients;35;Product 6;11016019,4;MADRID;Spain
789,5279999999998;SO - 0007559;30.10.2016;Wholesale;AXW291;10;10;9;3289,7;29607,3;2500,172;21;Viva Ltd;Top Clients;55;Product 10;10736750;MINSK;Belarus
559,584;SO - 0007666;11.11.2016;Wholesale;AXW291;24;15;9;1165,8;10492,2;606,216;103;Skajo Ltd;Mid. Clients;36;Product 15;10747791,6;Odessa;Ukraine
1145,6999999999998;SO - 0007670;12.11.2016;Wholesale;AXW291;17;13;9;6365;57285;5219,3;93;Meejo Corp;Top Clients;29;Product 13;10153809,8;München (Munich);Germany
321,198;SO - 0007749;20.11.2016;Wholesale;AXW291;12;4;9;683,4;6150,6;362,202;79;Blogspan Ltd;Top Clients;6;Product 4;10834576,7;BEOGRAD (Belgrade);Serbia
582,9;SO - 0007794;25.11.2016;Wholesale;AXW291;22;10;9;1165,8;10492,2;582,9;30;Shuffledri Group;Top Clients;28;Product 10;10736750;Napoli (Naples);Italy
1041,18;SO - 0007829;30.11.2016;Wholesale;AXW291;21;8;9;2479;22311;1437,82;153;WOONSOCKET Corp;Top Clients;13;Product 8;10172670,3;Donetsk;Ukraine
246,55999999999995;SO - 0007842;01.12.2016;Wholesale;AXW291;9;15;9;1072;9648;825,44;29;Voolia Ltd;Top Clients;12;Product 15;10747791,6;Hamburg;Germany
352,15200000000004;SO - 0007852;02.12.2016;Wholesale;AXW291;3;3;9;1956,4;17607,6;1604,248;106;Organon Corp;Top Clients;15;Product 3;10374661,9;MADRID;Spain
1970,2020000000002;SO - 0007889;07.12.2016;Wholesale;AXW291;9;11;9;5051,8;45466,2;3081,598;62;Topiczoom Corp;Top Clients;53;Product 11;10003749,9;Hamburg;Germany
1068,717;SO - 0007892;07.12.2016;Wholesale;AXW291;31;7;9;2740,3;24662,7;1671,583;160;Browsebug Company;Top Clients;16;Product 7;9503112,49999999;RIGA;Latvia
533,052;SO - 0007930;12.12.2016;Wholesale;AXW291;17;6;9;1045,2;9406,8;512,148;135;Kaymbo Company;Mid. Clients;60;Product 6;11016019,4;München (Munich);Germany
1821,0599999999995;SO - 0007941;14.12.2016;Wholesale;AXW291;25;10;9;6070,2;54631,8;4249,14;98;Natures Group;Lower Clients;7;Product 10;10736750;Köln (Cologne);Germany
1242,85;SO - 0008002;21.12.2016;Wholesale;AXW291;28;15;9;3551;31959;2308,15;88;Twitterbri Ltd;Top Clients;46;Product 15;10747791,6;Zaporozhye;Ukraine
1300,068;SO - 000120;02.06.2014;Wholesale;AXW291;25;2;8;3095,4;24763,2;1795,332;4;Eire Corp;Top Clients;64;Product 2;10711068,9;Köln (Cologne);Germany
530,104;SO - 000192;12.06.2014;Wholesale;AXW291;31;6;8;1152,4;9219,2;622,296;57;Camido Company;Top Clients;54;Product 6;11016019,4;RIGA;Latvia
655,26;SO - 000195;13.06.2014;Wholesale;AXW291;18;8;8;1092,1;8736,8;436,84;72;Wordware Company;Mid. Clients;15;Product 8;10172670,3;PRAHA (Prague);Czech Republic
1242,3810000000003;SO - 000205;14.06.2014;Wholesale;AXW291;17;7;8;5916,1;47328,8;4673,719;54;Revitol Company;Top Clients;41;Product 7;9503112,49999999;München (Munich);Germany
789,9299999999998;SO - 000233;16.06.2014;Wholesale;AXW291;30;4;8;2633,1;21064,8;1843,17;50;Wordtune Company;Top Clients;32;Product 4;10834576,7;Marseille;France
453,255;SO - 000262;19.06.2014;Wholesale;AXW291;20;15;8;1105,5;8844;652,245;156;Actavis Company;Top Clients;22;Product 15;10747791,6;Dnepropetrovsk;Ukraine
1559,8269999999998;SO - 000294;23.06.2014;Wholesale;AXW291;27;11;8;5031,7;40253,6;3471,873;9;Walgreen Corp;Top Clients;10;Product 11;10003749,9;ZAGREB;Croatia
237,18000000000006;SO - 000333;29.06.2014;Wholesale;AXW291;14;11;8;1185,9;9487,2;948,72;99;Flipbug Ltd;Top Clients;13;Product 11;10003749,9;Kharkov;Ukraine
825,0380000000001;SO - 000338;29.06.2014;Wholesale;AXW291;26;15;8;1755,4;14043,2;930,362;27;Wise Company;Top Clients;28;Product 15;10747791,6;Torino (Turin);Italy
398,65;SO - 000339;29.06.2014;Wholesale;AXW291;31;13;8;1139;9112;740,35;168;Podcat Corp;Top Clients;35;Product 13;10153809,8;RIGA;Latvia
151,48699999999997;SO - 000357;01.07.2014;Wholesale;AXW291;2;6;8;891,1;7128,8;739,613;82;Accudial Company;Mid. Clients;2;Product 6;11016019,4;BERLIN;Germany
217,08000000000004;SO - 000406;07.07.2014;Wholesale;AXW291;22;3;8;1206;9648;988,92;147;SUPERVALU Ltd;Lower Clients;27;Product 3;10374661,9;Napoli (Naples);Italy
254,265;SO - 000412;09.07.2014;Wholesale;AXW291;28;9;8;1105,5;8844;851,235;37;Mycone Ltd;Lower Clients;41;Product 9;10489225,2;Zaporozhye;Ukraine
393,9599999999999;SO - 000522;21.07.2014;Wholesale;AXW291;11;11;8;1125,6;9004,8;731,64;16;Arbor Company;Top Clients;37;Product 11;10003749,9;WARSZAWA (Warsaw);Poland
1098,1299999999999;SO - 000566;25.07.2014;Wholesale;AXW291;20;7;8;1996,6;15972,8;898,47;168;Podcat Corp;Top Clients;35;Product 7;9503112,49999999;Dnepropetrovsk;Ukraine
1331,424;SO - 000593;28.07.2014;Wholesale;AXW291;1;1;8;5547,6;44380,8;4216,176;85;Lazzy Group;Top Clients;19;Product 1;9446611,40000001;LONDON;UK
1593,1929999999998;SO - 000607;30.07.2014;Wholesale;AXW291;30;9;8;3705,1;29640,8;2111,907;38;Neutrogena Ltd;Top Clients;33;Product 9;10489225,2;Marseille;France
3160,39;SO - 000673;07.08.2014;Wholesale;AXW291;27;2;8;5963;47704;2802,61;129;Sanum-Kehl Group;Lower Clients;50;Product 2;10711068,9;ZAGREB;Croatia
265,856;SO - 000684;08.08.2014;Wholesale;AXW291;13;2;8;857,6;6860,8;591,744;7;Skidoo Company;Top Clients;41;Product 2;10711068,9;WIEN (Vienna);Austria
1150,2560000000003;SO - 000716;11.08.2014;Wholesale;AXW291;29;7;8;3966,4;31731,2;2816,144;151;Snaptags Ltd;Top Clients;57;Product 7;9503112,49999999;Lódz;Poland
1620,462;SO - 000755;16.08.2014;Wholesale;AXW291;22;8;8;5587,8;44702,4;3967,338;121;Tambee Company;Top Clients;47;Product 8;10172670,3;Napoli (Naples);Italy
1681,7;SO - 000785;19.08.2014;Wholesale;AXW291;25;10;8;3363,4;26907,2;1681,7;70;Cogidoo Company;Top Clients;36;Product 10;10736750;Köln (Cologne);Germany
1345,025;SO - 000813;22.08.2014;Wholesale;AXW291;17;3;8;2445,5;19564;1100,475;154;GOOD Ltd;Top Clients;60;Product 3;10374661,9;München (Munich);Germany
1545,6229999999998;SO - 000831;24.08.2014;Wholesale;AXW291;28;4;8;2619,7;20957,6;1074,077;20;Tagfeed Ltd;Top Clients;56;Product 4;10834576,7;Zaporozhye;Ukraine
89,10999999999999;SO - 000849;26.08.2014;Wholesale;AXW291;17;12;8;254,6;2036,8;165,49;56;Realpoint Corp;Lower Clients;11;Product 12;10660912,7;München (Munich);Germany
1502,1399999999999;SO - 000871;28.08.2014;Wholesale;AXW291;15;15;8;3953;31624;2450,86;59;Gabvine Ltd;Mid. Clients;64;Product 15;10747791,6;Barcelona;Spain
386,054;SO - 000940;07.09.2014;Wholesale;AXW291;19;5;8;897,8;7182,4;511,746;93;Meejo Corp;Top Clients;29;Product 5;9609803,3;SOFIA;Bulgaria
553,9559999999999;SO - 000959;09.09.2014;Wholesale;AXW291;28;15;8;1065,3;8522,4;511,344;60;BTA Corp;Top Clients;5;Product 15;10747791,6;Zaporozhye;Ukraine
964,8;SO - 000967;11.09.2014;Wholesale;AXW291;18;3;8;2412;19296;1447,2;44;Fivechat Company;Lower Clients;10;Product 3;10374661,9;PRAHA (Prague);Czech Republic
45,224999999999994;SO - 000978;12.09.2014;Wholesale;AXW291;22;4;8;180,9;1447,2;135,675;106;Organon Corp;Top Clients;15;Product 4;10834576,7;Napoli (Naples);Italy
311,1479999999999;SO - 0001062;21.09.2014;Wholesale;AXW291;28;5;8;864,3;6914,4;553,152;136;Bath Group;Top Clients;58;Product 5;9609803,3;Zaporozhye;Ukraine
641,1899999999999;SO - 0001073;23.09.2014;Wholesale;AXW291;17;5;8;1165,8;9326,4;524,61;54;Revitol Company;Top Clients;41;Product 5;9609803,3;München (Munich);Germany
1804,377;SO - 0001077;23.09.2014;Wholesale;AXW291;18;9;8;3839,1;30712,8;2034,723;23;Devpoint Group;Top Clients;48;Product 9;10489225,2;PRAHA (Prague);Czech Republic
2644,7580000000003;SO - 0001099;26.09.2014;Wholesale;AXW291;21;1;8;6150,6;49204,8;3505,842;107;NCS Group;Top Clients;26;Product 1;9446611,40000001;Donetsk;Ukraine
